ForagingGround,Species,CCL_cm,CCW_cm,Weight_Kg,CalendarWeek
Creek,Species_6,44.9,41.6,10.28,17
Ocean,Species_5,37.1,34.9,5.8,49
Creek,Species_5,44.23,41.53,10.78,40
Creek,Species_5,47.9,42.5,13.0,9
Creek,Species_5,62.2,55.5,29.68,33
Ocean,Species_5,36.7,36.3,6.5,38
Creek,Species_5,54.7,50.7,20.5,20
Ocean,Species_6,39.4,36.9,7.220000000000001,13
Creek,Species_5,57.4,55.7,24.1,7
Creek,Species_5,42.0,42.0,9.278,23
Creek,Species_5,57.3,53.5,21.76,39
Ocean,Species_6,36.0,35.1,6.5,46
Creek,Species_5,41.0,39.9,8.82,33
Ocean,Species_6,27.1,24.8,2.1,11
Creek,Species_6,32.7,30.8,4.49,25
Creek,Species_5,49.8,45.8,14.73,47
Ocean,Species_5,61.5,59.3,25.45,40
Creek,Species_6,42.6,40.4,8.5,14
Ocean,Species_6,35.5,33.3,5.23,39
Creek,Species_6,48.7,42.2,13.4,2
Ocean,Species_5,38.7,37.8,7.29,35
Ocean,Species_5,48.3,45.6,13.55,48
Creek,Species_5,38.5,37.8,8.0,22
Creek,Species_6,38.2,35.4,5.95,22
Ocean,Species_6,40.8,35.5,7.1,50
Creek,Species_6,28.3,25.2,2.46,18
Ocean,Species_6,34.2,31.5,4.5,42
Creek,Species_5,37.0,34.6,5.5,29
Ocean,Species_6,50.7,44.4,12.5,50
Creek,Species_5,50.7,46.5,16.375999999999998,6
Creek,Species_5,39.5,35.1,7.98,46
Creek,Species_6,34.8,31.7,4.98,29
Creek,Species_5,41.4,38.8,8.518,14
Creek,Species_5,52.8,48.9,18.5,2
Creek,Species_5,43.2,41.3,9.19,36
Creek,Species_5,50.0,45.45,13.25,50
Creek,Species_5,41.4,39.6,8.106,42
Ocean,Species_5,43.6,42.5,10.5,27
Creek,Species_5,67.4,60.4,35.444,17
Ocean,Species_6,37.0,35.5,5.82,44
Creek,Species_5,38.7,37.5,6.5,13
Creek,Species_5,53.8,50.4,18.407999999999998,11
Creek,Species_5,61.0,54.2,28.0,2
Creek,Species_5,56.6,50.8,19.04,37
Ocean,Species_5,41.4,39.3,8.361999999999998,38
Creek,Species_6,30.6,28.0,4.5,5
Creek,Species_5,44.45,33.0,10.245999999999999,31
Creek,Species_5,45.9,42.8,10.82,40
Creek,Species_5,43.2,40.3,10.0,24
Ocean,Species_5,42.3,38.13,7.48,23
Creek,Species_5,40.5,39.2,8.156,34
Ocean,Species_6,29.1,26.5,2.628,18
Ocean,Species_5,44.73,43.0,11.38,41
Ocean,Species_6,37.4,33.6,5.85,38
Ocean,Species_6,38.8,34.6,6.12,21
Creek,Species_6,35.5,30.0,4.23,47
Ocean,Species_5,99.2,88.6,120.15,38
Creek,Species_5,50.3,45.2,14.666,25
Creek,Species_6,34.5,32.3,4.3,39
Creek,Species_5,43.4,43.0,10.0,15
Creek,Species_5,49.5,43.5,13.428,6
Ocean,Species_5,46.4,45.4,11.45,21
Ocean,Species_5,41.6,41.0,8.534,20
Creek,Species_5,71.0,64.7,37.5,31
Creek,Species_5,42.4,39.4,9.03,50
Ocean,Species_5,35.8,35.2,5.7,42
Creek,Species_5,38.5,37.1,7.45,19
Ocean,Species_5,44.8,41.0,10.158,30
Ocean,Species_6,31.3,30.6,3.5,3
Ocean,Species_5,43.6,42.0,8.0,7
Ocean,Species_6,53.4,48.5,17.0,1
Ocean,Species_5,46.9,45.2,12.994,51
Creek,Species_5,41.6,48.5,9.63,28
Creek,Species_5,32.9,32.2,4.438000000000001,48
Creek,Species_6,40.1,38.0,7.0,23
Creek,Species_6,33.5,32.2,5.5,3
Ocean,Species_6,43.7,40.43,10.02,7
Creek,Species_6,33.2,31.3,4.4,35
Ocean,Species_6,35.6,33.5,4.97,41
Creek,Species_5,61.2,54.3,25.15,34
Creek,Species_6,38.4,35.3,6.74,7
Ocean,Species_6,33.7,32.3,4.7,20
Ocean,Species_5,92.5,83.0,88.4,39
Ocean,Species_5,44.7,42.07,10.82,31
Ocean,Species_6,32.2,28.8,3.3,22
Ocean,Species_6,35.0,32.1,4.586,33
Creek,Species_5,50.9,48.2,15.534,5
Creek,Species_5,34.5,34.2,5.33,31
Creek,Species_5,37.2,34.9,5.0,25
Creek,Species_5,46.0,43.0,11.572,42
Ocean,Species_5,33.3,31.2,4.41,45
Creek,Species_5,51.0,47.0,14.7,0
Ocean,Species_6,33.3,28.77,3.37,47
Creek,Species_5,47.47,45.2,12.39,45
Ocean,Species_6,35.9,35.0,4.96,45
Creek,Species_5,40.5,39.0,8.15,11
Creek,Species_6,35.0,32.2,4.9,3
Ocean,Species_5,41.5,40.5,9.38,20
Creek,Species_6,33.0,30.5,4.234,26
Creek,Species_5,40.1,40.07,7.45,41
Creek,Species_5,39.8,37.3,7.612,49
Ocean,Species_6,37.1,35.0,4.0,1
Ocean,Species_6,39.77,35.43,7.88,47
Creek,Species_5,41.5,40.5,8.85,43
Ocean,Species_6,36.2,23.5,5.31,28
Creek,Species_6,31.1,30.5,3.5,41
Creek,Species_6,37.0,36.4,5.75,23
Creek,Species_5,35.6,34.0,5.12,41
Creek,Species_5,43.6,41.7,8.85,23
Creek,Species_5,39.0,36.5,6.3,41
Creek,Species_5,44.9,42.8,9.4,11
Ocean,Species_6,36.73,35.43,5.97,9
Creek,Species_5,51.8,47.4,16.5,36
Creek,Species_6,31.7,29.0,4.07,20
Creek,Species_6,32.6,30.8,3.8,42
Ocean,Species_6,31.23,28.46,3.38,26
Ocean,Species_5,39.0,39.5,7.0,49
Creek,Species_6,35.9,33.4,5.5,8
Creek,Species_6,35.3,34.0,5.5,34
Creek,Species_6,39.5,36.9,7.5,18
Creek,Species_5,51.7,46.3,18.0,31
Ocean,Species_6,32.2,30.8,4.08,30
Creek,Species_5,63.4,59.7,29.774,50
Creek,Species_5,46.0,42.25,10.914,41
Ocean,Species_5,59.0,54.7,25.5,38
Creek,Species_5,43.1,41.3,9.85,4
Ocean,Species_6,58.5,52.2,22.3,14
Creek,Species_5,64.8,61.1,32.414,7
Creek,Species_6,28.1,24.5,1.75,6
Ocean,Species_5,48.3,42.8,12.4,49
Creek,Species_6,22.3,21.6,1.49,29
Creek,Species_5,49.0,45.0,14.378,47
Ocean,Species_6,32.1,29.9,3.25,12
Creek,Species_6,39.0,34.7,7.0,24
Ocean,Species_5,104.4,92.2,119.44000000000001,10
Creek,Species_5,45.2,42.8,11.489999999999998,43
Ocean,Species_6,32.6,29.4,3.73,25
Creek,Species_5,52.4,50.3,18.66,47
Ocean,Species_6,39.27,33.5,6.49,45
Ocean,Species_6,56.5,51.8,19.55,35
Ocean,Species_6,63.7,61.1,30.48,43
Creek,Species_5,49.1,46.0,13.384,32
Creek,Species_5,40.2,35.3,8.0,32
Creek,Species_5,35.3,33.2,5.61,43
Ocean,Species_5,46.2,42.1,10.65,50
Creek,Species_5,41.4,39.9,9.096,40
Ocean,Species_6,38.3,34.7,6.45,31
Creek,Species_5,44.9,42.3,11.5,11
Creek,Species_5,68.7,59.3,36.006,15
Ocean,Species_6,30.0,28.3,3.3280000000000003,28
Creek,Species_5,39.0,37.1,7.5,42
Ocean,Species_5,43.8,40.9,9.8,49
Creek,Species_6,35.27,33.3,5.6,44
Creek,Species_6,34.5,32.3,4.86,38
Creek,Species_5,40.83,37.97,7.88,10
Creek,Species_5,47.8,44.7,13.056000000000001,44
Ocean,Species_6,41.57,38.77,7.5,29
Ocean,Species_6,30.43,29.63,3.12,39
Ocean,Species_5,39.5,38.1,7.613999999999999,37
Creek,Species_6,37.4,34.3,5.9,11
Creek,Species_5,47.3,42.3,11.681999999999999,12
Creek,Species_6,33.0,29.2,4.27,47
Creek,Species_5,42.1,42.4,9.760000000000002,46
Ocean,Species_5,47.1,43.7,11.1,42
Creek,Species_6,51.2,48.6,15.48,43
Creek,Species_5,40.8,39.2,8.5,43
Ocean,Species_5,61.5,56.9,29.81,37
Ocean,Species_5,40.5,39.7,7.38,42
Ocean,Species_6,37.4,35.5,7.5,9
Creek,Species_6,38.0,37.3,7.2,49
Ocean,Species_6,35.0,34.2,5.685999999999999,41
Creek,Species_6,36.07,32.9,5.06,32
Creek,Species_5,45.3,42.0,11.206,20
Ocean,Species_6,33.6,31.0,4.26,5
Creek,Species_5,41.3,39.1,9.5,42
Creek,Species_6,34.0,34.0,6.5,3
Creek,Species_6,29.27,26.27,2.82,44
Creek,Species_5,52.9,49.5,17.4,49
Creek,Species_6,31.8,31.0,3.55,34
Ocean,Species_6,32.0,31.5,4.0,36
Creek,Species_5,36.83,35.56,5.988,9
Creek,Species_5,38.9,38.8,6.742,34
Creek,Species_5,44.5,39.9,10.0,30
Ocean,Species_6,41.6,38.4,6.5,46
Creek,Species_5,44.5,42.7,11.5,44
Ocean,Species_6,5.0,4.0,0.15,20
Creek,Species_5,53.8,48.7,17.66,51
Creek,Species_5,44.0,43.1,11.022,29
Creek,Species_5,50.6,48.8,15.09,7
Creek,Species_6,40.6,36.0,7.78,51
Creek,Species_5,35.4,34.3,5.174,47
Ocean,Species_6,47.8,43.7,12.83,21
Creek,Species_6,33.9,31.2,5.0,41
Ocean,Species_6,47.5,44.2,11.98,32
Creek,Species_5,40.2,37.1,7.87,16
Ocean,Species_6,37.2,34.8,6.79,38
Creek,Species_5,71.0,65.5,41.39,6
Creek,Species_5,53.0,48.1,14.2,7
Creek,Species_6,33.4,31.2,4.5,33
Creek,Species_5,52.2,47.8,17.5,50
Ocean,Species_6,43.6,40.5,9.3,20
Creek,Species_5,42.6,38.5,9.0,11
Creek,Species_6,31.5,31.9,3.95,20
Creek,Species_5,55.4,55.9,30.476,51
Creek,Species_5,63.3,59.0,29.72,3
Ocean,Species_5,44.5,44.4,10.106,8
Creek,Species_6,38.1,34.0,6.95,23
Creek,Species_5,44.1,41.3,10.764,15
Creek,Species_5,40.9,39.1,8.0,42
Creek,Species_5,50.57,46.47,15.64,5
Ocean,Species_5,35.1,31.1,4.659999999999999,6
Ocean,Species_5,58.2,51.2,18.85,40
Creek,Species_6,34.1,31.0,4.11,51
Creek,Species_5,68.5,63.7,38.06,31
Ocean,Species_6,45.8,42.5,10.57,34
Creek,Species_5,57.0,54.4,22.5,45
Creek,Species_5,44.8,44.1,10.222,38
Creek,Species_5,44.0,40.8,10.184000000000001,15
Ocean,Species_6,31.0,29.3,3.25,18
Ocean,Species_5,55.0,47.6,17.61,50
Creek,Species_5,45.6,41.2,11.27,26
Creek,Species_5,41.8,39.7,8.5,41
Ocean,Species_5,41.6,41.2,9.224,45
Creek,Species_6,31.0,28.8,4.28,11
Creek,Species_5,42.4,39.4,9.03,9
Creek,Species_5,41.9,40.5,9.298,6
Creek,Species_5,48.0,45.1,13.0,40
Creek,Species_6,30.0,25.9,3.0,39
Creek,Species_6,45.5,42.4,11.85,30
Creek,Species_5,42.5,41.5,9.156,44
Creek,Species_5,41.9,38.6,8.484,8
Ocean,Species_5,62.4,55.4,26.509999999999998,49
Ocean,Species_5,52.0,47.5,17.9,1
Creek,Species_6,42.3,41.8,9.7,49
Ocean,Species_6,50.8,45.9,15.581999999999999,5
Creek,Species_5,49.3,46.3,14.898,22
Creek,Species_5,42.8,42.9,9.818,0
Creek,Species_5,37.0,36.7,5.844,21
Ocean,Species_6,48.2,42.0,12.0,23
Ocean,Species_6,33.5,31.5,6.0,50
Creek,Species_6,33.13,30.83,3.63,26
Ocean,Species_6,33.5,31.0,3.43,38
Ocean,Species_5,32.6,30.1,3.88,9
Ocean,Species_6,36.2,33.0,5.48,35
Creek,Species_5,39.5,38.4,7.348000000000001,51
Creek,Species_5,52.0,48.6,16.612000000000002,47
Creek,Species_5,47.7,46.9,13.632,35
Ocean,Species_5,44.9,43.0,11.324,22
Ocean,Species_6,66.0,63.0,37.0,1
Creek,Species_5,40.0,41.2,11.43,46
Creek,Species_5,44.1,41.5,12.5,14
Ocean,Species_5,35.4,35.0,5.5,47
Creek,Species_5,45.6,41.1,10.5,33
Ocean,Species_5,42.6,41.9,8.0,7
Creek,Species_5,46.5,42.4,12.034,37
Creek,Species_5,48.5,44.2,13.0,44
Creek,Species_5,53.2,50.3,17.71,15
Ocean,Species_5,37.3,36.7,6.5,36
Creek,Species_5,46.7,44.3,12.693999999999999,6
Creek,Species_5,48.53,46.47,13.35,50
Ocean,Species_5,46.8,45.6,14.56,23
Creek,Species_6,37.6,35.6,8.0,1
Ocean,Species_5,45.9,44.3,12.0,9
Ocean,Species_6,40.3,37.0,8.0,10
Ocean,Species_6,35.4,33.0,5.012,21
Creek,Species_5,38.3,34.7,6.5,21
Creek,Species_5,43.4,41.1,9.5,5
Creek,Species_5,41.6,41.5,9.066,36
Ocean,Species_6,39.4,40.3,3.85,5
Ocean,Species_5,41.7,37.9,9.9,50
Ocean,Species_6,30.0,28.5,7.43,26
Creek,Species_5,42.6,40.7,9.097999999999999,47
Ocean,Species_6,37.1,33.4,5.55,15
Creek,Species_5,37.5,36.0,6.75,6
Ocean,Species_5,42.7,40.6,9.5,28
Creek,Species_5,48.0,45.4,13.76,8
Creek,Species_6,35.6,31.1,5.09,6
Ocean,Species_5,32.0,30.3,3.77,43
Ocean,Species_6,50.1,48.3,15.59,4
Ocean,Species_6,31.5,27.9,3.6,44
Creek,Species_6,29.2,26.7,2.82,1
Creek,Species_6,29.6,28.2,2.23,31
Creek,Species_5,41.0,39.4,8.65,12
Ocean,Species_5,44.1,40.6,10.65,24
Ocean,Species_5,44.9,42.0,10.978,49
Creek,Species_5,43.1,41.5,11.0,39
Ocean,Species_6,45.2,42.36,10.56,47
Creek,Species_6,29.3,27.3,3.18,15
Ocean,Species_6,40.5,36.2,5.95,25
Creek,Species_5,41.3,39.6,8.5,1
Creek,Species_6,35.9,33.03,5.95,8
Ocean,Species_6,28.4,27.85,2.5,35
Ocean,Species_5,56.7,52.0,20.5,49
Creek,Species_6,34.5,31.9,5.308,47
Ocean,Species_5,54.0,51.5,18.482,41
Creek,Species_6,29.8,27.9,2.6,27
Creek,Species_6,51.6,48.53,16.52,20
Ocean,Species_5,39.6,40.5,7.856,50
Creek,Species_5,39.5,38.2,9.75,48
Creek,Species_5,48.7,45.5,13.37,11
Creek,Species_5,62.5,56.4,28.28,20
Ocean,Species_6,61.0,57.6,26.5,11
Creek,Species_5,49.8,47.3,14.758,50
Creek,Species_6,40.4,36.6,7.38,6
Creek,Species_6,36.5,34.4,5.6899999999999995,21
Ocean,Species_6,35.3,32.3,4.42,14
Ocean,Species_5,37.5,37.2,6.843999999999999,6
Creek,Species_6,43.0,37.8,8.51,31
Creek,Species_6,37.8,35.4,6.0,44
Ocean,Species_6,36.7,35.1,5.81,44
Creek,Species_5,44.17,43.07,10.64,31
Ocean,Species_6,34.5,32.5,6.5,12
Creek,Species_5,41.8,39.1,9.0,28
Creek,Species_5,47.7,44.4,12.518,6
Creek,Species_5,52.5,51.2,16.0,39
Creek,Species_5,59.6,54.9,24.549999999999997,10
Creek,Species_5,41.6,39.0,7.5,32
Creek,Species_5,39.2,37.8,8.65,44
Creek,Species_5,37.7,37.2,4.0,20
Creek,Species_5,48.2,43.2,12.6,5
Ocean,Species_6,36.4,34.4,5.8,48
Creek,Species_5,69.5,60.6,39.25,3
Creek,Species_5,42.3,40.9,9.656,42
Ocean,Species_6,37.55,34.8,5.85,30
Ocean,Species_5,100.8,90.7,136.0,17
Ocean,Species_6,35.9,33.4,4.81,41
Creek,Species_5,41.8,40.6,8.77,43
Creek,Species_6,39.9,35.5,6.94,18
Ocean,Species_5,39.3,37.0,7.5,17
Creek,Species_5,48.4,44.5,12.804000000000002,50
Ocean,Species_6,34.83,31.7,5.2,22
Creek,Species_5,68.2,63.3,39.58,42
Ocean,Species_6,34.8,32.9,2.6,1
Ocean,Species_6,41.8,38.6,8.5,43
Creek,Species_5,41.3,38.1,9.11,20
Creek,Species_6,30.4,27.5,3.06,0
Creek,Species_5,37.6,36.3,6.81,35
Creek,Species_6,42.1,37.9,9.0,6
Creek,Species_5,43.0,41.2,10.55,23
Creek,Species_5,44.4,43.4,10.724,36
Creek,Species_5,55.3,48.4,19.08,24
Creek,Species_6,40.0,37.2,10.4,23
Ocean,Species_6,33.2,30.0,4.0,45
Creek,Species_5,53.1,47.1,17.176,14
Creek,Species_6,30.8,29.9,4.0,43
Ocean,Species_6,40.1,38.0,6.0,23
Creek,Species_6,43.2,40.5,8.0,5
Creek,Species_5,56.6,52.2,22.34,43
Creek,Species_5,51.7,47.5,16.701999999999998,0
Ocean,Species_6,32.8,30.7,3.25,36
Creek,Species_5,69.0,60.4,38.85,1
Creek,Species_5,36.1,35.5,5.946,48
Ocean,Species_5,51.0,45.2,15.634,0
Creek,Species_5,4.3,3.6,0.1,28
Creek,Species_6,35.1,31.9,3.68,32
Ocean,Species_6,37.8,36.5,7.308,48
Ocean,Species_6,24.0,21.8,2.59,18
Ocean,Species_6,44.8,41.2,10.74,11
Creek,Species_6,41.5,39.8,8.0,6
Creek,Species_5,38.2,38.2,7.078,20
Creek,Species_5,43.1,42.1,8.91,31
Creek,Species_5,70.9,64.0,36.1,19
Creek,Species_5,49.7,46.1,15.02,4
Creek,Species_5,46.6,43.0,12.31,16
Ocean,Species_6,27.43,25.46,2.26,39
Creek,Species_6,54.5,47.2,18.5,49
Ocean,Species_6,32.3,31.0,4.5,6
Ocean,Species_5,43.7,42.2,10.114,27
Creek,Species_6,47.35,44.3,11.2,23
Creek,Species_6,38.9,36.5,8.5,47
Ocean,Species_5,50.7,46.3,16.009999999999998,19
Ocean,Species_6,41.0,36.7,8.75,47
Creek,Species_5,45.0,43.7,10.612,50
Ocean,Species_6,38.0,35.0,5.95,46
Ocean,Species_6,30.6,28.6,7.63,29
Ocean,Species_6,36.2,31.5,5.2,44
Creek,Species_6,31.2,28.5,3.5,41
Creek,Species_5,48.9,44.4,16.5,10
Creek,Species_6,32.2,30.2,3.83,5
Creek,Species_5,46.9,44.0,12.45,9
Ocean,Species_5,52.0,45.57,15.96,23
Creek,Species_6,37.4,35.0,5.69,17
Creek,Species_5,42.3,40.5,9.044,46
Ocean,Species_6,34.5,32.3,4.7,24
Creek,Species_5,49.9,44.8,14.5,4
Creek,Species_5,41.3,40.5,7.6579999999999995,16
Creek,Species_6,36.53,34.87,5.19,39
Creek,Species_5,48.4,43.8,12.047999999999998,10
Creek,Species_5,43.7,40.0,9.168000000000001,0
Creek,Species_5,39.7,37.5,6.0,48
Creek,Species_5,41.0,40.4,8.852,7
Creek,Species_5,42.3,40.3,9.0,47
Creek,Species_5,58.6,53.9,24.0,46
Creek,Species_5,41.2,39.2,8.0,26
Creek,Species_5,51.2,46.5,14.2,1
Creek,Species_5,62.3,58.4,28.5,24
Ocean,Species_5,45.6,40.5,12.5,48
Ocean,Species_6,28.9,26.8,2.69,14
Creek,Species_6,36.37,34.67,5.88,24
Creek,Species_5,41.4,39.5,8.116,46
Creek,Species_6,38.5,35.0,6.55,3
Ocean,Species_5,45.3,41.5,12.5,48
Ocean,Species_6,42.4,38.9,8.5,32
Creek,Species_5,45.0,43.7,10.612,45
Creek,Species_5,41.1,39.0,8.45,34
Ocean,Species_6,38.63,35.57,6.2,8
Creek,Species_5,42.7,39.9,8.922,45
Creek,Species_5,42.3,38.7,8.1,40
Creek,Species_5,43.4,40.6,9.5,34
Creek,Species_5,41.4,39.8,9.33,48
Creek,Species_6,33.9,31.1,4.0,2
Creek,Species_5,49.2,45.2,14.02,48
Ocean,Species_6,42.07,37.67,8.46,44
Ocean,Species_5,42.0,40.5,10.67,50
Creek,Species_5,48.3,43.0,12.379999999999999,46
Ocean,Species_5,49.2,45.8,13.520000000000001,25
Ocean,Species_5,41.73,40.37,8.74,29
Creek,Species_5,40.15,40.05,7.1,48
Creek,Species_5,47.2,44.1,13.059999999999999,43
Creek,Species_6,27.6,25.9,2.51,26
Creek,Species_5,44.0,41.1,8.7,26
Creek,Species_5,56.6,51.5,21.398,3
Creek,Species_5,38.0,35.9,6.5,3
Creek,Species_5,35.5,35.3,5.292,35
Creek,Species_5,53.43,47.4,18.35,49
Creek,Species_6,55.2,51.1,19.75,41
Creek,Species_6,35.5,32.2,4.44,23
Creek,Species_5,40.3,39.0,7.9,19
Creek,Species_5,44.6,43.4,10.598000000000003,12
Creek,Species_5,45.0,41.8,10.734,15
Creek,Species_6,32.6,28.6,4.0,36
Ocean,Species_6,43.9,38.7,9.6,49
Ocean,Species_5,59.4,55.3,25.0,30
Creek,Species_5,58.0,52.9,23.236,2
Creek,Species_5,38.8,39.0,6.88,39
Creek,Species_6,37.0,34.8,5.79,22
Creek,Species_6,31.5,27.6,3.4,25
Ocean,Species_5,44.2,41.3,11.0,12
Ocean,Species_6,28.9,24.9,2.76,11
Ocean,Species_6,54.5,49.0,21.0,12
Ocean,Species_6,40.87,36.3,6.89,4
Creek,Species_5,45.1,44.4,11.219999999999999,34
Creek,Species_6,34.6,33.4,4.68,37
Creek,Species_5,47.1,42.5,12.475999999999999,50
Creek,Species_5,39.4,40.0,7.84,44
Creek,Species_5,42.5,41.0,10.5,41
Creek,Species_5,41.5,39.7,7.69,24
Ocean,Species_6,32.8,30.1,3.51,29
Creek,Species_5,42.0,39.4,9.04,30
Creek,Species_5,54.3,50.3,16.524,43
Ocean,Species_5,47.1,44.5,12.575999999999999,10
Creek,Species_6,34.6,32.4,5.14,25
Ocean,Species_6,45.0,41.3,11.0,41
Ocean,Species_5,63.3,57.6,29.27,0
Ocean,Species_6,34.2,27.5,3.95,17
Ocean,Species_6,29.6,26.5,3.29,15
Creek,Species_5,66.0,63.3,34.7,52
Creek,Species_5,42.7,41.5,9.3,7
Creek,Species_5,43.7,41.5,10.744,44
Ocean,Species_5,49.9,44.8,15.5,33
Ocean,Species_6,35.5,32.5,5.63,44
Ocean,Species_6,35.5,32.8,4.5,44
Ocean,Species_6,40.0,36.7,7.65,36
Creek,Species_5,45.8,45.0,12.5,6
Creek,Species_6,26.9,26.2,6.48,32
Creek,Species_6,38.0,34.0,5.0,7
Creek,Species_5,68.8,66.4,35.489999999999995,27
Creek,Species_5,68.5,60.4,37.089999999999996,45
Creek,Species_5,42.5,42.0,9.544,36
Creek,Species_5,34.4,33.6,5.28,35
Ocean,Species_6,30.6,27.4,4.7,37
Creek,Species_5,38.0,36.0,6.0,12
Creek,Species_6,31.7,29.7,4.0,28
Creek,Species_5,31.6,29.6,3.66,13
Creek,Species_6,40.2,36.2,8.5,4
Ocean,Species_6,32.5,29.9,4.5,24
Creek,Species_5,51.5,45.23,16.88,31
Ocean,Species_5,38.6,36.6,6.4,0
Creek,Species_5,45.0,40.1,10.866,6
Creek,Species_6,67.5,60.8,33.4,23
Creek,Species_5,42.4,42.5,9.356,15
Ocean,Species_6,29.2,27.3,2.79,30
Creek,Species_6,36.0,33.1,5.5,25
Creek,Species_5,46.2,45.4,12.790000000000001,50
Creek,Species_5,60.2,55.8,24.05,32
Creek,Species_5,44.4,44.0,10.5,3
Ocean,Species_6,48.1,42.0,12.5,34
Creek,Species_5,43.63,39.57,10.27,5
Creek,Species_5,46.3,46.0,13.085999999999999,30
Ocean,Species_6,27.2,26.2,2.09,40
Ocean,Species_5,51.3,48.3,15.839999999999998,41
Ocean,Species_5,44.2,44.2,10.386000000000001,37
Ocean,Species_6,71.5,61.2,39.92,43
Creek,Species_5,42.5,40.0,9.418000000000001,20
Ocean,Species_5,37.5,35.9,6.2,47
Creek,Species_5,70.0,63.6,43.5,32
Creek,Species_6,28.0,26.2,2.6,44
Creek,Species_5,54.3,52.1,21.084,32
Creek,Species_6,30.3,26.3,3.01,40
Creek,Species_5,40.6,40.2,9.0,47
Creek,Species_5,46.8,43.6,12.366,25
Ocean,Species_5,40.0,40.5,9.0,16
Creek,Species_5,43.5,42.0,9.7,4
Creek,Species_5,40.0,38.2,7.07,40
Creek,Species_6,32.6,30.1,3.59,41
Creek,Species_5,45.0,44.9,11.322,14
Ocean,Species_6,39.5,36.4,6.0,23
Creek,Species_5,49.5,47.0,14.6,35
Ocean,Species_6,32.1,29.5,3.68,41
Creek,Species_6,29.5,28.3,2.75,16
Ocean,Species_5,50.4,45.6,16.0,18
Ocean,Species_6,33.9,31.9,4.5,31
Creek,Species_6,31.0,29.2,2.88,35
Ocean,Species_6,29.59,26.7,2.83,48
Creek,Species_5,52.2,49.0,16.82,51
Creek,Species_6,43.0,37.0,8.8,47
Creek,Species_5,43.8,40.1,9.446,38
Creek,Species_6,33.8,30.6,4.5,1
Creek,Species_5,47.2,45.2,13.0,49
Creek,Species_5,37.5,34.8,5.66,11
Creek,Species_5,59.2,54.3,23.638,28
Ocean,Species_6,38.4,35.0,6.35,41
Ocean,Species_6,37.13,34.63,5.92,49
Creek,Species_5,48.1,45.0,12.096,13
Creek,Species_5,39.2,36.0,6.65,44
Ocean,Species_6,40.7,40.0,7.35,20
Ocean,Species_6,35.3,34.4,5.2,2
Creek,Species_5,39.0,37.0,5.85,49
Ocean,Species_5,44.4,43.0,9.81,15
Ocean,Species_6,33.5,30.47,4.32,45
Creek,Species_5,40.5,40.6,9.83,16
Ocean,Species_5,41.0,38.5,8.2,48
Creek,Species_6,32.4,31.4,4.5,46
Ocean,Species_6,33.2,29.6,3.27,46
Ocean,Species_5,75.3,72.8,52.260000000000005,34
Creek,Species_5,44.7,44.4,10.804000000000002,11
Ocean,Species_5,51.2,47.9,14.0,31
Creek,Species_6,31.9,27.7,3.41,20
Creek,Species_5,39.0,36.2,6.44,41
Ocean,Species_5,40.1,38.0,7.05,36
Creek,Species_6,33.5,32.0,4.0,47
Creek,Species_6,28.8,26.3,3.32,34
Creek,Species_5,33.3,30.6,5.0,24
Ocean,Species_6,43.4,40.3,8.85,23
Ocean,Species_5,42.7,41.5,9.5,45
Ocean,Species_6,36.33,34.47,6.22,23
Ocean,Species_6,30.5,28.5,3.0,40
Creek,Species_5,45.4,45.9,11.284,45
Creek,Species_6,34.43,33.77,6.5,28
Creek,Species_5,45.5,42.6,11.5,38
Ocean,Species_5,39.5,35.3,8.5,48
Ocean,Species_5,51.1,50.0,16.81,39
Creek,Species_5,45.0,41.1,11.5,45
Creek,Species_6,32.2,29.3,3.4,27
Creek,Species_5,60.7,55.3,27.032,14
Creek,Species_5,39.5,38.2,7.57,19
Ocean,Species_4,81.0,76.4,73.5,36
Creek,Species_5,45.0,45.3,10.716,7
Creek,Species_6,39.0,36.1,7.35,22
Creek,Species_5,49.2,46.3,14.628,45
Creek,Species_5,48.1,44.4,14.276,50
Ocean,Species_5,73.2,66.8,40.5,44
Creek,Species_5,41.8,40.2,8.378,34
Creek,Species_5,44.5,42.5,10.476,16
Creek,Species_5,45.0,42.2,10.760000000000002,37
Ocean,Species_5,52.6,42.4,15.248,23
Ocean,Species_5,37.0,35.73,6.28,44
Creek,Species_5,42.0,39.4,9.04,37
Creek,Species_5,43.3,42.2,9.947999999999999,2
Ocean,Species_5,49.5,46.8,14.0,40
Creek,Species_5,39.9,38.4,7.764,14
Creek,Species_6,32.6,29.3,3.82,17
Ocean,Species_5,37.3,35.5,7.0,0
Creek,Species_6,34.7,33.0,4.58,40
Creek,Species_5,43.27,39.33,9.7,27
Creek,Species_6,34.2,30.9,3.73,17
Ocean,Species_5,73.3,68.6,46.3,16
Creek,Species_6,35.3,33.4,4.8,26
Creek,Species_6,5.1,5.0,0.07333333333333335,16
Creek,Species_6,36.1,32.4,4.72,16
Creek,Species_6,60.1,56.7,26.0,47
Ocean,Species_5,43.2,42.2,10.5,39
Ocean,Species_5,45.0,40.1,12.0,0
Creek,Species_6,21.8,20.9,1.35,26
Creek,Species_5,41.0,40.5,9.32,43
Ocean,Species_6,32.5,28.5,3.5,36
Creek,Species_5,40.0,36.9,7.88,18
Ocean,Species_5,40.2,39.3,7.85,33
